name,class,age_group,climbing,tire_swing,swings_preschool_seats,swings_belt_seats,slides,see_saw,sand_box,hopscotch,playhouse,spring_toy,other,fencing,accessible,open,modified_date,created_date,parkname,parkaddress
play area,play area,junior,no,no,no,no,no,no,no,no,no,yes,no,no,no,unknown,2018-Jan-18 2:55:52 PM,,Vernon Park,"7814 Lawrence Street, Osgoode"
play structure,play structure,toddler,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:52 PM,,Scala Park,"797 Scala Avenue, Cumberland"
play structure,swing,toddler,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Mar-25 3:33:27 PM,,Gilbey Park,"17 Gilbey Drive, Nepean"
play area,mixed,all,yes,yes,yes,yes,no,yes,yes,yes,unknown,unknown,unknown,unknown,yes,unknown,2022-Mar-25 1:53:01 PM,2020-Dec-18 11:16:36 AM,Georges Dassylva Park,670 Monardia Way
play structure,play structure,toddler,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:11 PM,,St. François Park,"1855 Simard Drive, Gloucester"
play structure,swing,junior,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2022-Aug-24 2:11:58 PM,,Linda Dunn Park,"1885 Celeste Way, Cumberland"
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,unknown,2022-Aug-24 4:22:52 PM,,Lion's Park,"294 Elmgrove Avenue, Ottawa"
play area,play area,junior,yes,no,unknown,unknown,no,no,no,no,no,yes,no,no,no,unknown,2018-Jan-18 2:54:38 PM,,Priam Way Park,"99 Priam Way, Nepean"
play structure,ball toss,junior,no,no,no,no,no,no,no,no,no,no,yes,no,no,unknown,2022-Aug-24 4:16:55 PM,,Lion's Park,"294 Elmgrove Avenue, Ottawa"
play area,play area,toddler,no,no,no,no,no,no,no,no,yes,no,no,no,no,unknown,2018-Jan-18 2:54:38 PM,,Recreational Trail,"1550 Johnston Road, Ottawa"
play area,mixed,all,yes,unknown,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,yes,unknown,yes,unknown,2022-Aug-25 10:48:59 AM,2020-Dec-21 4:43:48 PM,Lola Park,1122 Lola Street
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,yes,no,unknown,2022-Aug-30 3:29:56 PM,,Martin Street Park,"80 Martin Street, Goulbourn"
play area,play area,toddler,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,no,no,unknown,2018-Jan-18 2:54:32 PM,,Whalen Park,"4111 Kanata Avenue, Kanata"
play structure,play structure,junior,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,unknown,2021-Nov-29 1:36:17 PM,,Clarence Maheral Park,"183 Old Colony Road / 170 Castlefrank Road, Kanata"
play structure,play structure,toddler,no,no,no,no,no,no,no,no,yes,no,no,no,no,unknown,2021-Nov-25 10:55:23 AM,,Cedar Mills Park,"1620 Cedar Mills Road, Gloucester"
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Nov-25 11:09:02 AM,,Cedarcroft Park,"1200 Cedarcroft Crescent, Gloucester"
play structure,play structure,toddler,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:08 PM,,Cedarcroft Park,"1200 Cedarcroft Crescent, Gloucester"
play area,play area,toddler,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,unknown,2018-Jan-18 2:54:45 PM,,Ghosh Park,"45 Cellini Court, Ottawa"
play area,swing,junior,no,yes,yes,yes,no,no,no,no,no,unknown,no,no,no,unknown,2022-Mar-25 9:09:14 AM,,Garneau Park,"1567 Champneuf Drive, Gloucester"
play area,mixed,junior,yes,no,yes,yes,yes,unknown,no,no,no,yes,no,no,no,unknown,2021-Nov-26 12:37:55 PM,,Chanonhouse Park,"28 Chanonhouse Drive, Goulbourn"
play area,play area,junior,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,unknown,2018-Jan-18 2:55:32 PM,,Cindy Mitchell Park,"288 Chapel Street, Ottawa"
play structure,play structure,junior,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,unknown,2021-Nov-25 9:50:21 AM,,Cattail Creek Park,"38 Chimo Drive, Kanata"
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,yes,no,yes,unknown,2021-Nov-22 2:16:58 PM,,Calzavara Family Park,"1602 Blohm Drive, Ottawa"
play structure,climber,,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2021-Nov-22 2:35:05 PM,,Campobello Park,"800 Campobello Drive, Goulbourn"
play structure,play structure,all,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,unknown,2021-Nov-22 4:14:21 PM,,Canterbury Park,"2185 Arch Street, Ottawa"
play area,play structure,junior,yes,yes,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,yes,unknown,yes,unknown,2021-Oct-13 9:54:44 AM,2020-Oct-15 9:29:06 AM,Anishà Park,4355 Kelly Farm Drive
play area,mixed,all,yes,unknown,yes,yes,yes,unknown,yes,unknown,unknown,unknown,yes,unknown,yes,unknown,2022-Aug-30 1:39:32 PM,2017-Jul-10 3:01:12 PM,Mark Yakabuski Park,315 Haliburton Heights
play structure,play structure,senior,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2018-Nov-29 3:43:33 PM,2018-Nov-29 3:42:14 PM,Eugène Martineau Park ,710 Mikinak Road
play structure,play structure,junior,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2018-Dec-03 2:23:03 PM,2018-Nov-29 3:43:46 PM,Eugène Martineau Park ,710 Mikinak Road
play structure,play structure,senior,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,yes,unknown,unknown,yes,unknown,2020-Oct-27 10:51:44 AM,2018-Dec-03 2:21:05 PM,Wing Officer Willa Walker Park,305 Lysander Place
play area,mixed,all,yes,unknown,yes,yes,unknown,yes,yes,yes,unknown,yes,yes,unknown,yes,unknown,2021-Dec-10 1:02:08 PM,2020-Dec-18 1:47:54 PM,Don Boudria Park,655 Décoeur Drive
play area,play area,all,yes,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,yes,unknown,yes,unknown,2021-Sep-22 3:40:43 PM,2021-Sep-20 3:47:43 PM,Clarity Park,825 Clarity Avenue
play structure,climber,junior,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2021-Nov-26 3:17:05 PM,2016-Feb-17 2:37:42 PM,Chaudière Park,"68 Elm Street, Ottawa"
play area,play area,junior,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,unknown,2018-Jan-18 2:54:57 PM,,Robert Gray Park,"147 Gray Crescent, Kanata"
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Nov-26 3:31:59 PM,,Chris Bracken Park,"5545 South River Drive, Rideau"
play structure,play structure,toddler,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:05 PM,,Springhurst Park,"24 Brunswick Street, Ottawa"
play area,play area,toddler,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:05 PM,,Sylvia Holden Park,"641 O'Connor Street, Ottawa"
play structure,play structure,senior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:01 PM,,Ravenscroft Park,"126 Shirley's Brook Drive, Kanata"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:43 PM,,Navan Centennial Park,3591 Wickham Court
play structure,swing,all,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2022-Aug-29 11:36:42 AM,2016-Apr-27 3:15:55 PM,Maestro Park,140 Maestro Avenue
play area,play area,toddler,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,yes,unknown,yes,unknown,2022-Aug-29 11:38:31 AM,2016-Apr-27 3:15:44 PM,Maestro Park,140 Maestro Avenue
play structure,play structure,senior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:42 PM,,Ruisseau Park,6116 Creek Crossing Street
play area,play area,junior,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:42 PM,,Big Bird Park,"936 Lawnsberry Drive, Cumberland"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,yes,no,no,unknown,2022-Aug-29 10:27:12 AM,,Lytle Park (Nepean),"4401 O’Keefe Court, Nepean"
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Nov-29 11:01:27 AM,,Clare Gardens Park,"269 Clare Street, Ottawa"
play area,mixed,all,yes,unknown,yes,yes,yes,unknown,yes,unknown,unknown,yes,yes,unknown,yes,unknown,2021-Oct-27 9:34:24 AM,2021-Oct-27 9:29:12 AM,Hunsdeep Rangar Park,560 Décoeur Drive
play structure,play structure,toddler,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:49 PM,,Roy Park,"6210 Meadowglen Drive, Gloucester"
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,unknown,2021-Oct-27 10:35:27 AM,,Blue Rock Park,1514 Blue Rock Avenue
play structure,play structure,senior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:49 PM,,Watters Park,"841 Clearcrest Crescent, Cumberland"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:50 PM,,Luc Major Park,"956 Bilberry Drive, Gloucester"
play area,play structure,all,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,yes,unknown,2022-Sep-08 11:13:28 AM,2020-Oct-23 1:27:25 PM,Orchard Park,415 Kilspindie Ridge
play area,mixed,all,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,unknown,2022-Sep-08 11:47:25 AM,,Orlando Park,"2347 Orlando Avenue, Ottawa"
play structure,tire swing,junior,no,yes,no,no,no,unknown,no,no,no,no,no,no,no,unknown,2021-Nov-26 10:05:37 AM,,Centrepointe Park,"260 Centrepointe Drive, Nepean"
play area,play area,junior,no,no,no,no,no,no,no,no,no,yes,no,yes,no,unknown,2018-Jan-18 2:54:49 PM,,Wincanton Park,"489 Lawler Crescent, Cumberland"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:49 PM,,Robert Gray Park,"147 Gray Crescent, Kanata"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:49 PM,,Hopetown Park,"23 Hartsmere Drive, Goulbourn"
play area,mixed,all,yes,yes,yes,yes,no,yes,unknown,no,no,yes,yes,no,yes,unknown,2022-Sep-06 3:01:57 PM,,Mulligan Park,"70 Mountshannon Drive, Nepean"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:32 PM,,Forest Creek Park,"21 Amy Street, Goulbourn"
play structure,play structure,toddler,no,no,no,no,no,no,no,no,no,no,no,yes,no,unknown,2018-Jan-18 2:54:32 PM,,Paul Lindsay Park,"81 Trailway Circle, Goulbourn"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,yes,no,unknown,2018-Jan-18 2:54:32 PM,,Paul Lindsay Park,"81 Trailway Circle, Goulbourn"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:32 PM,,Sunray Park,"22 Sunray Crescent, Goulbourn"
play area,mixed,junior,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,unknown,2022-Aug-30 3:41:49 PM,,Mary Durling Park,33 Brae Crescent
play area,mixed,all,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,unknown,2022-Aug-30 10:10:41 AM,,Lynwood Park,"7 Sycamore Drive, Nepean"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:08 PM,,W.C. Levesque Fields,"52 Riverstone Drive, Nepean"
play area,play area,toddler,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,unknown,2018-Jan-18 2:55:15 PM,,Whiterock Park,"1245 Matheson Road, Gloucester"
play area,play area,toddler,no,no,no,no,no,no,no,no,no,yes,no,no,no,unknown,2018-Jan-18 2:55:11 PM,,Ridgeview Park,"2331 Edwin Crescent, Ottawa"
play area,play area,toddler,no,no,no,yes,no,no,no,no,no,no,no,yes,no,unknown,2018-Jan-18 2:54:25 PM,,Parkdale Park,"366 Parkdale Avenue, Ottawa"
play structure,play structure,toddler,no,no,no,no,no,no,no,no,no,no,yes,no,no,unknown,2022-Sep-08 8:56:17 AM,,Oldfield Park,"49 Oldfield Street, Nepean"
play structure,swing,toddler,no,no,yes,yes,no,unknown,no,no,unknown,no,yes,no,yes,unknown,2022-Sep-08 9:59:15 AM,,Optimiste Park,"43 Ste. Cécile Street, Vanier"
play area,play area,toddler,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:42 PM,,Marchand Park,"1157 Kenaston Street, Gloucester"
play area,play area,toddler,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:15 PM,,Thornecliffe Park,"45 Provender Avenue, Ottawa"
play area,play area,junior,no,no,yes,no,yes,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:15 PM,,Riverview Park,"256 Knox Crescent, Ottawa"
play structure,swing,toddler,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Aug-11 11:30:13 AM,,Ladybug Park,"103 Inverkip Avenue, Ottawa"
play area,play area,toddler,no,no,no,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:49 PM,,Roy G. Hobbs Community Centre and Park,"109 Larch Crescent, Cumberland"
play area,play area,toddler,no,no,no,no,no,no,yes,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:49 PM,,Valin Park and South Fallingbrook Community Centre,"998 Valin Street, Cumberland"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:50 PM,,Centennial Park,"5572 Doctor Leach Drive, Rideau"
play structure,play structure,all,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2022-Aug-11 12:23:04 PM,2022-Aug-11 12:18:46 PM,Lalande Conservation Park,"2145 Nantes Street, Cumberland"
play structure,climber,senior,yes,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2022-Aug-11 11:22:15 AM,,Ladybirds Park,"65 Sirocco Crescent, Goulbourn"
play structure,play structure,senior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:42 PM,,Riverain Park,"400 North River Road, Vanier"
play area,sandbox,toddler,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,yes,unknown,2022-Aug-29 11:40:11 AM,2016-Apr-27 3:15:59 PM,Maestro Park,140 Maestro Avenue
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:42 PM,,John Kemp Park,"2417 Cleroux Crescent, Gloucester"
play structure,climbing dome,junior,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,no,unknown,2022-Aug-29 11:55:44 AM,2017-Jun-19 12:02:29 PM,Mahoney Park,"160 Lanark Avenue, Ottawa"
play structure,tire swing,all,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2022-Aug-29 10:29:37 AM,2022-Aug-29 10:27:30 AM,Lytle Park (Nepean),"4401 O’Keefe Court, Nepean"
play structure,play structure,toddler,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:38 PM,,Cresthaven Park,"28 Cresthaven Drive, Nepean"
play area,play area,junior,no,no,no,no,yes,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:38 PM,,Richard Dagg Park,5 Red Maple Crescent Gloucester
play structure,play structure,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2018-Jan-18 2:54:39 PM,,Pinecrest Recreation Complex and Park,"2250 Torquay Avenue, Ottawa"
play area,mixed,junior,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown,2022-Aug-19 11:18:49 AM,,Larkin Park,"76 Larkin Drive, Nepean"
play area,play area,toddler,no,no,no,no,no,no,no,no,yes,no,no,no,no,unknown,2018-Jan-18 2:54:49 PM,,Paget Park,"801 Springland Drive, Ottawa"
play area,swing,all,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Aug-19 3:28:01 PM,,Ledbury Park and Pavilion,"1250 Ledbury Avenue, Ottawa"
play area,play area,toddler,no,no,no,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:49 PM,,Sherry Lane Park,"39 Sherry Lane, Nepean"
play area,play area,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2018-Jan-18 2:54:49 PM,2016-Feb-05 2:56:12 PM,Vista Park,"720 Vistapark Drive, Cumberland"
play area,play area,junior,no,no,no,no,no,yes,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:00 PM,,Stewart Martin Park,"2552 Market Street, Cumberland"
play area,play area,junior,no,no,no,no,no,no,no,no,no,no,yes,no,no,unknown,2018-Jan-18 2:55:01 PM,,Stewart Martin Park,"2552 Market Street, Cumberland"
play area,play area,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:01 PM,,Hazeldean Woods Park (Tamblin Park),"89 Kakulu Road, Kanata"
play structure,swing,all,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2022-Aug-25 10:30:36 AM,2022-Aug-25 10:29:13 AM,Lockwood Park,"22 Seguin Street, Gloucester"
play area,play area,junior,no,no,no,no,no,no,no,no,no,yes,yes,no,no,unknown,2018-Jan-18 2:55:05 PM,,Sandalwood Park,"2850 Sandalwood Drive, Ottawa"
play structure,play structure,junior,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2022-Aug-25 10:19:24 AM,2020-Oct-23 10:15:46 AM,Littlerock Park,920 Littlerock Way
play structure,swing,senior,no,no,unknown,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Sep-06 4:13:54 PM,,Navan Centennial Park,3591 Wickham Court
play structure,swing,toddler,no,no,yes,no,no,no,no,no,no,no,no,no,no,unknown,2022-Sep-06 4:16:28 PM,,Navan Centennial Park,3591 Wickham Court
play structure,swing,junior,no,unknown,yes,yes,no,no,no,no,no,no,no,no,yes,unknown,2022-Sep-06 11:38:49 AM,,Morgan's Grant Woods Park,"50 Flamborough Way, Kanata"
play structure,swing,toddler,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Sep-07 1:15:27 PM,,North Harrow Park,"32 North Harrow Drive, Nepean"
play area,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Nov-22 4:21:03 PM,,Canterbury Park,"2185 Arch Street, Ottawa"
play structure,climber,junior,yes,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2021-Nov-01 9:49:27 AM,,Brantwood Park,"39 Onslow Crescent, Ottawa"
play structure,play structure,junior,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,unknown,2021-Nov-01 10:16:12 AM,,Brantwood Park,"39 Onslow Crescent, Ottawa"
play structure,tire swing,junior,unknown,yes,no,no,no,no,no,no,no,no,no,no,no,unknown,2021-Nov-19 3:38:12 PM,,Brantwood Park,"39 Onslow Crescent, Ottawa"
play structure,tire swing,all,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2022-Mar-21 3:32:00 PM,2022-Mar-21 3:30:57 PM,Frank J. Licari Park,"1990 Cochrane Street / 1274 Vancouver Avenue, Ottawa"
play structure,tire swing,junior,no,yes,no,no,no,no,no,no,unknown,unknown,unknown,no,no,unknown,2021-Nov-30 8:56:32 AM,,Combermere Park,"11 Combermere Lane, Gloucester"
play structure,play structure,toddler,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,unknown,2021-Oct-07 10:01:42 AM,,Alfred Taylor Recreation Facility - North Gower,"2300 Community Way, Rideau"
play structure,swing,toddler,no,no,yes,no,no,no,no,no,no,no,no,no,no,unknown,2021-Nov-30 1:23:32 PM,,Coronation Park,"442 Coronation Avenue, Ottawa"
play area,play area,senior,no,no,yes,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:42 PM,,St-Laurent Complex / Don Gamble Community Centre,"525 Côté Street, Ottawa"
play area,play area,junior,no,no,no,no,no,no,no,no,no,yes,no,no,no,unknown,2018-Jan-18 2:55:24 PM,,St-Laurent Complex / Don Gamble Community Centre,"525 Côté Street, Ottawa"
play area,play structure,all,no,no,no,no,yes,no,no,no,no,no,no,no,no,unknown,2021-Dec-09 9:24:00 AM,,Cummings Park,"1060 Cummings Avenue, Gloucester"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2022-Aug-11 10:49:05 AM,,La Verendrye Park,"625 La Verendrye Drive, Gloucester"
play area,mixed,all,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2022-Aug-11 9:53:52 AM,,Kristina Kiss Park,"100 Akerson Road, Kanata"
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Aug-11 10:58:45 AM,,La Verendrye Park,"625 La Verendrye Drive, Gloucester"
play structure,play structure,toddler,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:54:49 PM,,Queensway Park,"1580 Telesat Court, Gloucester"
play structure,swing,toddler,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Aug-31 3:13:07 PM,,McNabb Park,"435 Bronson Avenue, Ottawa"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:24 PM,,Fairlea Park,"2989 Fairlea Crescent, Ottawa"
play area,mixed,junior,yes,no,yes,unknown,no,no,no,no,no,no,yes,no,no,unknown,2022-Feb-24 11:49:42 AM,,Princess Margriet Park,"265 Fairmont Avenue, Ottawa"
play structure,play structure,toddler,unknown,no,no,no,no,yes,no,no,no,yes,no,no,no,unknown,2022-Feb-24 11:52:31 AM,,Princess Margriet Park,"265 Fairmont Avenue, Ottawa"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:05 PM,,Fallingbrook Park,"681 Deancourt Crescent, Cumberland"
play area,play area,toddler,unknown,no,no,no,no,no,no,no,yes,yes,no,no,no,unknown,2022-Aug-29 10:25:46 AM,,Lytle Park (Nepean),"4401 O’Keefe Court, Nepean"
play area,mixed,all,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,unknown,2022-Aug-25 8:58:39 AM,,Bob Mitchell Park,"58 Fieldrow Street, Nepean"
play area,mixed,junior,unknown,no,no,no,unknown,unknown,no,no,no,unknown,no,no,no,unknown,2022-Aug-19 1:33:47 PM,,Laurier Carrière Park,"6601 Carrière Street, Gloucester"
play structure,play structure,senior,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,yes,unknown,unknown,yes,unknown,2022-Aug-19 2:50:18 PM,2020-Oct-23 8:42:01 AM,Leather Leaf Park,235 Leather Leaf Terrace
play area,play area,junior,no,no,no,no,no,no,no,no,yes,no,no,no,no,unknown,2018-Jan-18 2:54:49 PM,,St. Luke's Park,"166 Frank Street, Ottawa"
